Epoch(UTCG),Lat_GEOD(deg),Lon_GEOD(deg),Height_WGS84 (km),Magnetic Latitude,Magnetic Longitude,MLT
02 Jan 2015 04:13:40.000,-9.244,-167.377,2962.683076,-11.492167472839355,-92.94637298583984,17.069848124186198
02 Jan 2015 04:13:50.000,-8.885,-167.355,2964.163895,-11.1294584274292,-92.99671936035156,17.069520060221354
02 Jan 2015 04:14:00.000,-8.526,-167.332,2965.565063,-10.766668319702148,-93.04563903808594,17.069286092122397
02 Jan 2015 04:14:10.000,-8.167,-167.309,2966.886556,-10.403973579406738,-93.0941390991211,17.069081115722657
02 Jan 2015 04:14:20.000,-7.808,-167.287,2968.128351,-10.041549682617188,-93.14320373535156,17.06883850097656
02 Jan 2015 04:14:30.000,-7.45,-167.264,2969.290428,-9.680049896240234,-93.190673828125,17.068702189127603
02 Jan 2015 04:14:40.000,-7.091,-167.242,2970.372769,-9.317825317382812,-93.23892211914062,17.06851298014323
02 Jan 2015 04:14:50.000,-6.733,-167.22,2971.37536,-8.956701278686523,-93.28659057617188,17.068363444010416
02 Jan 2015 04:15:00.000,-6.374,-167.198,2972.298186,-8.594684600830078,-93.33406829833984,17.068226623535157
02 Jan 2015 04:15:10.000,-6.016,-167.176,2973.142914,-8.233772277832031,-93.38097381591797,17.06812795003255
02 Jan 2015 04:15:20.000,-5.657,-167.154,2973.907843,-7.871973037719727,-93.42772674560547,17.06803944905599
02 Jan 2015 04:15:30.000,-5.299,-167.133,2974.59295,-7.511449337005615,-93.47489929199219,17.06792297363281
02 Jan 2015 04:15:40.000,-4.94,-167.111,2975.198217,-7.149869441986084,-93.52092742919922,17.067882792154947
02 Jan 2015 04:15:50.000,-4.582,-167.089,2975.723625,-6.789401531219482,-93.56643676757812,17.067877197265624
02 Jan 2015 04:16:00.000,-4.224,-167.068,2976.16916,-6.429216384887695,-93.61259460449219,17.067829386393228
02 Jan 2015 04:16:10.000,-3.866,-167.046,2976.534808,-6.068978309631348,-93.65745544433594,17.067867024739584
02 Jan 2015 04:16:20.000,-3.508,-167.025,2976.820558,-5.7090253829956055,-93.70296478271484,17.06786142985026
02 Jan 2015 04:16:30.000,-3.149,-167.004,2977.026402,-5.348197937011719,-93.74837493896484,17.06786346435547
02 Jan 2015 04:16:40.000,-2.791,-166.982,2977.152332,-4.988312244415283,-93.79229736328125,17.06796366373698
02 Jan 2015 04:16:50.000,-2.433,-166.961,2977.198345,-4.628720283508301,-93.83692169189453,17.0680180867513
02 Jan 2015 04:17:00.000,-2.075,-166.94,2977.164438,-4.269248962402344,-93.88127136230469,17.068089803059895
02 Jan 2015 04:17:10.000,-1.717,-166.919,2977.050611,-3.909899950027466,-93.92534637451172,17.068179829915366
02 Jan 2015 04:17:20.000,-1.358,-166.898,2976.856866,-3.5496785640716553,-93.96930694580078,17.068278503417968
02 Jan 2015 04:17:30.000,-1.0,-166.877,2976.583208,-3.190577268600464,-94.01285552978516,17.068404642740884
02 Jan 2015 04:17:40.000,-0.642,-166.855,2976.229643,-2.8314285278320312,-94.05514526367188,17.068613688151043
02 Jan 2015 04:17:50.000,-0.284,-166.834,2975.796181,-2.4725770950317383,-94.09819030761719,17.068773396809895
02 Jan 2015 04:18:00.000,0.075,-166.813,2975.282833,-2.1128599643707275,-94.14116668701172,17.068937683105467
02 Jan 2015 04:18:10.000,0.433,-166.792,2974.689611,-1.7542611360549927,-94.18374633789062,17.069127400716145
02 Jan 2015 04:18:20.000,0.791,-166.771,2974.016533,-1.395786166191101,-94.22608184814453,17.069334411621092
02 Jan 2015 04:18:30.000,1.15,-166.75,2973.263616,-1.0364503860473633,-94.26838684082031,17.06954345703125
02 Jan 2015 04:18:40.000,1.508,-166.728,2972.43088,-0.6780614852905273,-94.30931854248047,17.069844055175782
02 Jan 2015 04:18:50.000,1.867,-166.707,2971.518347,-0.3189812898635864,-94.3512191772461,17.070080057779947
02 Jan 2015 04:19:00.000,2.226,-166.686,2970.526043,0.039971012622117996,-94.3929214477539,17.07032928466797
02 Jan 2015 04:19:10.000,2.584,-166.665,2969.453993,0.39780908823013306,-94.43424224853516,17.07060292561849
02 Jan 2015 04:19:20.000,2.943,-166.643,2968.302227,0.7566738128662109,-94.47459411621094,17.070943196614582
02 Jan 2015 04:19:30.000,3.302,-166.622,2967.070777,1.1152456998825073,-94.51573181152344,17.071230061848958
02 Jan 2015 04:19:40.000,3.661,-166.6,2965.759675,1.4738553762435913,-94.55574798583984,17.07159169514974
02 Jan 2015 04:19:50.000,4.02,-166.579,2964.368958,1.832173228263855,-94.5965576171875,17.071900431315104
02 Jan 2015 04:20:00.000,4.379,-166.557,2962.898662,2.1905298233032227,-94.6362533569336,17.072283426920574
02 Jan 2015 04:20:10.000,4.739,-166.535,2961.350543,2.5497488975524902,-94.67595672607422,17.072666931152344
02 Jan 2015 04:20:20.000,5.098,-166.514,2959.722912,2.9076874256134033,-94.7163314819336,17.073004659016927
02 Jan 2015 04:20:30.000,5.458,-166.492,2958.015799,3.2666566371917725,-94.7557601928711,17.073405456542968
02 Jan 2015 04:20:40.000,5.817,-166.47,2956.229236,3.624516010284424,-94.79489135742188,17.07382609049479
02 Jan 2015 04:20:50.000,6.177,-166.448,2954.363255,3.983238458633423,-94.83406066894531,17.07424519856771
02 Jan 2015 04:21:00.000,6.537,-166.425,2952.417893,4.342005252838135,-94.87214660644531,17.07473653157552
02 Jan 2015 04:21:10.000,6.897,-166.403,2950.393188,4.700484275817871,-94.91110229492188,17.07516886393229
02 Jan 2015 04:21:20.000,7.257,-166.381,2948.28918,5.058844089508057,-94.949951171875,17.075609334309895
02 Jan 2015 04:21:30.000,7.618,-166.358,2946.105913,5.418235778808594,-94.9878921508789,17.076109313964842
02 Jan 2015 04:21:40.000,7.978,-166.335,2943.843431,5.77652645111084,-95.02558135986328,17.076627095540363
02 Jan 2015 04:21:50.000,8.339,-166.312,2941.501781,6.13568639755249,-95.06333923339844,17.07713928222656
02 Jan 2015 04:22:00.000,8.7,-166.289,2939.081014,6.494730472564697,-95.10103607177734,17.077656555175782
02 Jan 2015 04:22:10.000,9.061,-166.266,2936.581182,6.85366153717041,-95.13865661621094,17.078177897135415
02 Jan 2015 04:22:20.000,9.422,-166.243,2934.002339,7.212484359741211,-95.17620086669922,17.07870534261068
02 Jan 2015 04:22:30.000,9.784,-166.219,2931.344544,7.572345733642578,-95.21288299560547,17.079290262858073
02 Jan 2015 04:22:40.000,10.145,-166.196,2928.607855,7.930949687957764,-95.25032806396484,17.07982432047526
02 Jan 2015 04:22:50.000,10.507,-166.172,2925.792334,8.290597915649414,-95.28690338134766,17.080416361490887
02 Jan 2015 04:23:00.000,10.869,-166.148,2922.898047,8.650142669677734,-95.32344055175781,17.08101094563802
02 Jan 2015 04:23:10.000,11.231,-166.123,2919.925061,9.009751319885254,-95.35897827148438,17.081672159830728
02 Jan 2015 04:23:20.000,11.594,-166.099,2916.873445,9.370076179504395,-95.39561462402344,17.082260131835938
02 Jan 2015 04:23:30.000,11.957,-166.074,2913.743272,9.730469703674316,-95.43126678466797,17.082913716634113
02 Jan 2015 04:23:40.000,12.319,-166.049,2910.534616,10.089792251586914,-95.46672058105469,17.083580525716147
02 Jan 2015 04:23:50.000,12.683,-166.024,2907.247555,10.45097827911377,-95.50250244140625,17.084225463867188
02 Jan 2015 04:24:00.000,13.046,-165.999,2903.882169,10.8110990524292,-95.5381088256836,17.084882100423176
02 Jan 2015 04:24:10.000,13.41,-165.973,2900.43854,11.172274589538574,-95.57292938232422,17.085591125488282
02 Jan 2015 04:24:20.000,13.773,-165.947,2896.916753,11.532390594482422,-95.60757446289062,17.08631286621094
02 Jan 2015 04:24:30.000,14.138,-165.921,2893.316896,11.894381523132324,-95.64256286621094,17.08700968424479
02 Jan 2015 04:24:40.000,14.502,-165.895,2889.639059,12.255317687988281,-95.67740631103516,17.087718200683593
02 Jan 2015 04:24:50.000,14.867,-165.868,2885.883334,12.61732292175293,-95.71146392822266,17.088478088378906
